,省,村名,站点,编号,签约时间,开业时间,银行,卡数,存款数,卡均,开业时间2,签约时间2,存款数2
2900,甘肃省,酒泉市敦煌市七里镇秦家湾村,秦家湾村,62090041,2015-01-15 14:22:00,,中国银行,148,215340.22,1455.001486,-9223372036854775808,578,21.534022
2901,甘肃省,酒泉市敦煌市七里镇南台村,南台村,62090042,2015-01-15 14:25:00,,中国银行,409,830723.25,2031.108191,-9223372036854775808,578,83.072325
2902,安徽省,宣城市宣州区养贤乡新河桥,新河桥,34180003,2015-01-15 14:25:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2903,河北省,廊坊市永清县韩村镇韩村,永清县韩村镇范庄村,13100135,2015-01-15 14:25:00,,中国银行,7,510000.0,72857.14286,-9223372036854775808,578,51.0
2904,山东省,潍坊市潍城区北关街道办事处东夏庄村,东夏庄,37070142,2015-01-15 14:25:00,,工商银行,182,1051217.8,5775.921978,-9223372036854775808,578,105.12178
2905,山东省,潍坊市临朐县龙岗镇黄谷社区,嵩山黄谷社区,37070143,2015-01-15 14:29:00,,工商银行,0,0.0,\N,-9223372036854775808,578,0.0
2906,河北省,廊坊市香河县五百户镇孙小营,香河县五百户镇五百户村,13100137,2015-01-15 00:00:00,,中国银行,97,4310000.0,44432.98969,-9223372036854775808,579,431.0
2907,甘肃省,酒泉市敦煌市转渠口镇雷家墩村,雷家墩村,62090043,2015-01-15 14:30:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2908,甘肃省,酒泉市敦煌市郭家堡乡六号桥村,六号桥村,62090044,2015-01-15 14:33:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2909,安徽省,宣城市宣州区五星乡永义村,宣城分行宣城市玉梅超市助农点,34180004,2015-01-15 14:33:00,,中国银行,113,107004.87,946.945752,-9223372036854775808,578,10.700487
2910,甘肃省,酒泉市敦煌市郭家堡乡前进村,前进村,62090045,2015-01-15 14:37:00,,中国银行,60,20483.36,341.389333,-9223372036854775808,578,2.048336
2911,甘肃省,酒泉市敦煌市黄渠乡常丰村,常丰村,62090046,2015-01-15 14:40:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2912,河南省,南阳市宛城区瓦店镇荀营村,宛城区瓦店镇荀营村,41130049,2015-01-15 14:41:00,,中国银行,209,376155.25,1799.785885,-9223372036854775808,578,37.615525
2913,河南省,南阳市新野县五星镇南马庄村,新野县五星镇马庄文重旭助农金融,41130050,2015-01-15 14:49:00,,中国银行,321,1325103.41,4128.048006,-9223372036854775808,578,132.510341
2914,甘肃省,酒泉市敦煌市杨家桥乡合水村,合水村,62090047,2015-01-15 14:56:00,,中国银行,175,667173.76,3812.421486,-9223372036854775808,578,66.717376
2915,河南省,南阳市新野县上港乡花园村,新野县上港乡齐花园村齐克新助农金融,41130051,2015-01-15 14:59:00,,中国银行,90,802035.34,8911.503778,-9223372036854775808,578,80.203534
2916,甘肃省,酒泉市敦煌市杨家桥乡中渠村,中渠村,62090048,2015-01-15 14:59:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2917,甘肃省,酒泉市敦煌市转渠口镇五圣宫村,五圣宫村,62090049,2015-01-15 15:03:00,,中国银行,108,47042.39,435.577685,-9223372036854775808,578,4.704239
2918,山东省,潍坊市临朐县杨善镇大广尧村,冶源大广尧村,37070145,2015-01-15 15:06:00,,工商银行,62,152462.1,2459.066129,-9223372036854775808,578,15.24621
2919,甘肃省,酒泉市敦煌市郭家堡乡龙勒村,龙勒村,62090050,2015-01-15 15:07:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2920,甘肃省,酒泉市敦煌市转渠口镇东沙门村,东沙门村,62090051,2015-01-15 15:10:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2921,甘肃省,酒泉市敦煌市莫高镇新墩村,新墩村,62090052,2015-01-15 15:13:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2922,山东省,潍坊市昌乐县高崖镇泊庄村,泊庄村,37070146,2015-01-15 15:13:00,,工商银行,1,2.31,2.31,-9223372036854775808,578,0.000231
2923,甘肃省,酒泉市敦煌市肃州镇武威庙村,武威庙村,62090053,2015-01-15 15:16:00,,中国银行,157,26626.2,169.593631,-9223372036854775808,578,2.66262
2924,山东省,潍坊市昌乐县朱刘街道办事处朱刘西村,朱刘西村,37070147,2015-01-15 15:16:00,2015-03-16 00:00:00,工商银行,191,3183783.75,16669.02487,519,578,318.378375
2925,河北省,廊坊市霸州市康仙庄乡信安,霸州市信安镇信安街1,13100157,2015-01-15 00:00:00,,中国银行,104,2550000.0,24519.23077,-9223372036854775808,579,255.0
2926,河北省,廊坊市香河县蒋辛屯镇大马坊,香河县蒋辛屯镇大马房村,13100161,2015-01-15 15:30:00,,中国银行,64,1640000.0,25625,-9223372036854775808,578,164.0
2927,河南省,洛阳市偃师市庞村镇伊滨区庞村镇大庄村,伊滨区庞村镇大庄村,41030063,2015-01-15 15:30:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2928,河南省,南阳市邓州市张楼乡老君村,邓州市张楼乡张楼街助农取款点,41130054,2015-01-15 15:32:00,,中国银行,1768,5714766.0,3232.33371,-9223372036854775808,578,571.4766
2929,河南省,洛阳市偃师市翟镇偃师市翟镇二里头村,偃师市翟镇二里头村,41030064,2015-01-15 15:34:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2930,安徽省,滁州市来安县半塔镇大余郢,大余郢,34110084,2015-01-15 15:55:00,,建设银行,62,8551.52,137.927742,-9223372036854775808,578,0.855152
2931,安徽省,滁州市来安县半塔镇丁城村,丁城站,34110085,2015-01-15 15:56:00,,建设银行,170,26646.84,156.746118,-9223372036854775808,578,2.664684
2932,安徽省,滁州市来安县半塔镇何郢村,何郢站,34110086,2015-01-15 15:57:00,,建设银行,100,73449.93,734.4993,-9223372036854775808,578,7.344993
2933,安徽省,滁州市来安县舜山乡屯仓,屯仓站,34110087,2015-01-15 15:58:00,,建设银行,93,243721.19,2620.657957,-9223372036854775808,578,24.372119
2934,安徽省,滁州市来安县杨郢乡宝山村,宝山站,34110088,2015-01-15 15:59:00,,建设银行,80,25731.47,321.643375,-9223372036854775808,578,2.573147
2935,安徽省,滁州市来安县龙山乡张储村,张储站,34110089,2015-01-15 16:00:00,,建设银行,38,24713.51,650.355526,-9223372036854775808,578,2.471351
2936,安徽省,滁州市来安县水口镇水东村,水东站,34110090,2015-01-15 16:01:00,,建设银行,90,42240.82,469.342444,-9223372036854775808,578,4.224082
2937,安徽省,滁州市来安县舜山乡林桥村,林桥站,34110091,2015-01-15 16:02:00,,建设银行,52,141009.91,2711.729038,-9223372036854775808,578,14.100991
2938,安徽省,滁州市来安县舜山乡大安村,大安站,34110092,2015-01-15 16:03:00,,建设银行,39,22047.23,565.31359,-9223372036854775808,578,2.204723
2939,安徽省,滁州市来安县施官镇贾龙村,贾龙站,34110093,2015-01-15 16:04:00,,建设银行,89,221993.27,2494.306404,-9223372036854775808,578,22.199327
2940,安徽省,滁州市来安县半塔镇邢港村,邢港站,34110094,2015-01-15 16:05:00,,建设银行,79,51263.5,648.905063,-9223372036854775808,578,5.12635
2941,安徽省,滁州市来安县双塘乡十里村,十里站,34110095,2015-01-15 16:06:00,,建设银行,0,0.0,\N,-9223372036854775808,578,0.0
2942,安徽省,滁州市来安县施官镇顿邱村,顿邱站,34110096,2015-01-15 16:07:00,,建设银行,0,0.0,\N,-9223372036854775808,578,0.0
2943,安徽省,滁州市来安县水口镇西王村,西王村,34110097,2015-01-15 16:08:00,,建设银行,0,0.0,\N,-9223372036854775808,578,0.0
2944,河南省,南阳市邓州市穰东镇泰山庙村,邓州市穰东镇张自芳助农金融,41130056,2015-01-15 16:08:00,,中国银行,138,571220.36,4139.277971,-9223372036854775808,578,57.122036
2945,安徽省,滁州市来安县半塔镇红旗村,红旗站,34110098,2015-01-15 16:08:00,,建设银行,75,1278.85,17.051333,-9223372036854775808,578,0.127885
2946,安徽省,滁州市来安县半塔镇和平村,和平站,34110099,2015-01-15 16:10:00,,建设银行,103,213133.85,2069.26068,-9223372036854775808,578,21.313385
2947,安徽省,滁州市来安县三城乡固镇村,固镇站,34110100,2015-01-15 16:11:00,,建设银行,314,90637.54,288.654586,-9223372036854775808,578,9.063754
2948,河南省,南阳市邓州市罗庄镇罗东社区居,邓州市罗庄街助农点,41130057,2015-01-15 16:11:00,,中国银行,664,3491348.19,5258.054503,-9223372036854775808,578,349.134819
2949,安徽省,滁州市来安县武集乡枣林村,枣林站,34110101,2015-01-15 16:22:00,,建设银行,29,1569.02,54.104138,-9223372036854775808,578,0.156902
2950,安徽省,滁州市来安县舜山乡咆咀村,咆咀站,34110102,2015-01-15 16:24:00,,建设银行,47,205.35,4.369149,-9223372036854775808,578,0.020535
2951,安徽省,滁州市来安县兴隆乡兴隆村,兴隆站,34110103,2015-01-15 16:25:00,,建设银行,87,10471.49,120.361954,-9223372036854775808,578,1.047149
2952,安徽省,滁州市来安县施官镇木岗村,木岗站,34110104,2015-01-15 16:27:00,,建设银行,31,53344.23,1720.781613,-9223372036854775808,578,5.334423
2953,安徽省,滁州市来安县双塘乡双塘村,双塘站,34110105,2015-01-15 16:28:00,,建设银行,0,0.0,\N,-9223372036854775808,578,0.0
2954,安徽省,滁州市来安县水口镇河西村,河西站,34110106,2015-01-15 16:29:00,,建设银行,60,24272.79,404.5465,-9223372036854775808,578,2.427279
2955,安徽省,滁州市来安县舜山乡林塘村,林塘站,34110107,2015-01-15 16:30:00,,建设银行,78,108993.93,1397.358077,-9223372036854775808,578,10.899393
2956,安徽省,滁州市来安县舜山乡三湾村,三湾站,34110108,2015-01-15 16:31:00,,建设银行,74,327.12,4.420541,-9223372036854775808,578,0.032712
2957,安徽省,滁州市来安县水口镇杨郢,杨郢站,34110109,2015-01-15 16:32:00,,建设银行,1,200142.85,200142.85,-9223372036854775808,578,20.014285
2958,河南省,南阳市邓州市桑庄镇陈堂村,邓州市桑庄乡陈堂村许海涛助农金融,41130060,2015-01-15 16:36:00,,中国银行,177,78577.13,443.938588,-9223372036854775808,578,7.857713
2959,河北省,廊坊市霸州市霸州经济技术开发区南头,霸州市霸州镇北燕家务村,13100184,2015-01-15 16:52:00,,中国银行,298,1770000.0,5939.597315,-9223372036854775808,578,177.0
2960,河南省,南阳市西峡县五里桥乡曹岗沟口,西峡五里桥曹岗村助农点,41130062,2015-01-15 16:55:00,,中国银行,107,138624.91,1295.559907,-9223372036854775808,578,13.862491
2961,河南省,南阳市西峡县五里桥乡稻田沟村,西峡五里桥稻田沟村助农点,41130063,2015-01-15 17:23:00,,中国银行,357,6971740.02,19528.68353,-9223372036854775808,578,697.174002
2962,河南省,南阳市西峡县五里桥乡葛营村,南阳市西峡县葛营村张景超助农金融,41130064,2015-01-15 17:30:00,,中国银行,207,1846684.12,8921.179324,-9223372036854775808,578,184.668412
2963,河南省,南阳市西峡县五里桥乡郝岗村,南阳市西峡县郝岗村程少伟助农金融,41130065,2015-01-15 17:33:00,,中国银行,136,2659437.3,19554.68603,-9223372036854775808,578,265.94373
2964,安徽省,滁州市定远县定城镇泉坞,泉坞山,34110111,2015-01-15 17:34:00,,建设银行,65,134132.38,2063.575077,-9223372036854775808,578,13.413238
2965,河南省,南阳市西峡县五里桥乡白河村,南阳市西峡县白河湾周玉录助农金融,41130066,2015-01-15 17:37:00,,中国银行,266,7247686.08,27246.94015,-9223372036854775808,578,724.768608
2966,安徽省,滁州市定远县青洛乡严涧,严涧站,34110112,2015-01-15 17:38:00,,建设银行,39,598.96,15.357949,-9223372036854775808,578,0.059896
2967,河南省,南阳市西峡县重阳乡燕庄村,南阳市西峡县燕岗村燕红涛助农金融,41130067,2015-01-15 17:40:00,,中国银行,150,1851886.0,12345.90667,-9223372036854775808,578,185.1886
2968,安徽省,滁州市定远县范岗乡肖巷,肖巷站,34110113,2015-01-15 17:40:00,,建设银行,29,191717.86,6610.96069,-9223372036854775808,578,19.171786
2969,安徽省,滁州市定远县能仁乡三塘站,三塘站,34110114,2015-01-15 17:42:00,,建设银行,68,1346.8,19.805882,-9223372036854775808,578,0.13468
2970,安徽省,滁州市定远县三和集镇山岗,山岗站,34110115,2015-01-15 17:43:00,,建设银行,37,89507.08,2419.11027,-9223372036854775808,578,8.950708
2971,河南省,南阳市西峡县五里桥乡前营村,西峡县五里桥镇前营村,41130068,2015-01-15 17:44:00,,中国银行,392,3332245.29,8500.62574,-9223372036854775808,578,333.224529
2972,安徽省,滁州市定远县池河镇青岗,青岗站,34110116,2015-01-15 17:45:00,,建设银行,28,403645.07,14415.89536,-9223372036854775808,578,40.364507
2973,安徽省,滁州市定远县界牌集镇永东,永东站,34110117,2015-01-15 17:46:00,,建设银行,247,1083819.04,4387.931336,-9223372036854775808,578,108.381904
2974,河南省,南阳市西峡县五里桥乡黄狮村,南阳市西峡县黄狮村周素茹助农金融,41130069,2015-01-15 17:48:00,,中国银行,373,5164221.51,13845.09788,-9223372036854775808,578,516.422151
2975,安徽省,滁州市定远县三和集镇三和集,三和集,34110118,2015-01-15 17:48:00,,建设银行,77,15814.0,205.376623,-9223372036854775808,578,1.5814
2976,安徽省,滁州市定远县能仁乡凉亭,凉亭站,34110119,2015-01-15 17:49:00,,建设银行,172,1817701.85,10568.03401,-9223372036854775808,578,181.770185
2977,安徽省,滁州市定远县定城镇靠山,靠山站,34110120,2015-01-15 17:54:00,,建设银行,2,22.0,11,-9223372036854775808,578,0.0022
2978,安徽省,滁州市定远县七里塘乡七里塘,七里塘,34110121,2015-01-15 17:56:00,,建设银行,68,4998.07,73.501029,-9223372036854775808,578,0.499807
2979,安徽省,滁州市定远县青洛乡青洛,青洛站,34110122,2015-01-15 17:57:00,,建设银行,49,2755.56,56.235918,-9223372036854775808,578,0.275556
2980,安徽省,滁州市定远县西卅店镇西卅店,西卅店,34110123,2015-01-15 17:58:00,,建设银行,301,40172.71,133.464153,-9223372036854775808,578,4.017271
2981,安徽省,滁州市定远县三和集镇后李,后李站,34110124,2015-01-15 17:59:00,,建设银行,1,30.01,30.01,-9223372036854775808,578,0.003001
2982,安徽省,滁州市定远县范岗乡宋府,宋府站,34110125,2015-01-15 18:00:00,,建设银行,1,3446.79,3446.79,-9223372036854775808,578,0.344679
2983,安徽省,滁州市定远县范岗乡晓光,晓光站,34110126,2015-01-15 18:01:00,,建设银行,0,0.0,\N,-9223372036854775808,578,0.0
2984,安徽省,滁州市定远县池河镇高刘,高刘站,34110127,2015-01-15 18:03:00,,建设银行,1,0.87,0.87,-9223372036854775808,578,8.7e-05
2985,河南省,南阳市卧龙区龙兴乡龙王沟风景区小寨街中国银行助农点,小寨街惠农支付服务点,41130070,2015-01-15 18:06:00,,中国银行,437,600587.27,1374.341579,-9223372036854775808,578,60.058727
2986,贵州省,贵阳市修文县久长镇永杨村,永杨村,52010013,2015-01-15 18:44:00,,贵阳银行,209,280000.0,1339.712919,-9223372036854775808,578,28.0
2987,山东省,临沂市河东区汤河镇东李湖村,临沂市河东区汤河镇东李湖村助农服务点,37130022,2015-01-15 18:47:00,,中国银行,126,163383.1,1296.69127,-9223372036854775808,578,16.33831
2988,贵州省,贵阳市开阳县楠木渡镇楠木渡镇,金芙蓉烟社,52010014,2015-01-15 18:54:00,2015-01-07 00:00:00,贵阳银行,664,600000.0,903.614458,587,578,60.0
2989,甘肃省,张掖市甘州区三闸镇新建村,新建村,62070021,2015-01-15 18:59:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2990,贵州省,贵阳市开阳县双流镇宅吉乡,金叶烟社,52010015,2015-01-15 18:59:00,,贵阳银行,464,100000.0,215.517241,-9223372036854775808,578,10.0
2991,甘肃省,张掖市甘州区梁家墩镇五号村,五号村,62070022,2015-01-15 19:02:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2992,甘肃省,张掖市甘州区小满镇古浪村,古浪村,62070023,2015-01-15 19:06:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2993,贵州省,贵阳市修文县久长镇兴隆村,兴隆村,52010017,2015-01-15 19:18:00,,贵阳银行,153,551.87,3.606993,-9223372036854775808,578,0.055187
2994,贵州省,贵阳市开阳县城关镇温泉镇,温泉镇,52010018,2015-01-15 19:20:00,,贵阳银行,0,0.0,\N,-9223372036854775808,578,0.0
2995,甘肃省,张掖市甘州区新墩镇北关村,北关村,62070026,2015-01-15 19:23:00,,中国银行,121,22182.24,183.324298,-9223372036854775808,578,2.218224
2996,贵州省,贵阳市开阳县花梨乡花梨镇,利群烟社,52010019,2015-01-15 19:27:00,,贵阳银行,1,0.0,0,-9223372036854775808,578,0.0
2997,甘肃省,张掖市甘州区上秦镇徐赵寨村,徐赵寨村,62070027,2015-01-15 19:27:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2998,甘肃省,张掖市甘州区党寨镇汪家堡村,汪家堡村,62070028,2015-01-15 19:30:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
2999,贵州省,贵阳市开阳县南江乡龙广村,龙广村,52010020,2015-01-15 19:30:00,,贵阳银行,210,610000.0,2904.761905,-9223372036854775808,578,61.0
3000,甘肃省,张掖市甘州区乌江镇大湾村,大湾村,62070029,2015-01-15 19:33:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
3001,甘肃省,张掖市甘州区明永乡上崖村,上崖村,62070030,2015-01-15 19:36:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
3002,贵州省,贵阳市白云区牛场布依族乡郝官村,郝官村,52010021,2015-01-15 19:37:00,2014-12-24 00:00:00,贵阳银行,1320,12130000.0,9189.393939,601,578,1213.0
3003,甘肃省,张掖市甘州区沙井镇柳树寨村,柳树寨村,62070031,2015-01-15 19:39:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
3004,甘肃省,张掖市甘州区沙井镇南沟村,南沟村,62070033,2015-01-15 19:46:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
3005,贵州省,安顺市普定县马官镇马官镇,安顺马官镇,52040003,2015-01-15 00:00:00,,贵阳银行,7,130000.0,18571.42857,-9223372036854775808,579,13.0
3006,贵州省,铜仁地区铜仁市滑石侗族苗族土家族乡豹子云村,铜仁豹子云村,52060001,2015-01-15 00:00:00,,贵阳银行,2314,3200000.0,1382.886776,-9223372036854775808,579,320.0
3007,贵州省,贵阳市南明区太慈桥街道办事处杨中村,杨中村,52010022,2015-01-15 20:03:00,,贵阳银行,103,6910000.0,67087.37864,-9223372036854775808,578,691.0
3008,贵州省,贵阳市白云区艳山红镇摆拢村,摆拢村,52010023,2015-01-15 20:04:00,2014-11-11 00:00:00,贵阳银行,64,14111.43,220.491094,644,578,1.411143
3009,贵州省,贵阳市清镇市麦格苗族布依族乡新寨村,新寨村,52010024,2015-01-15 20:09:00,2014-10-26 00:00:00,贵阳银行,0,0.0,\N,660,578,0.0
3010,贵州省,黔南布依族苗族自治州都匀市沙寨乡沙寨村,都匀沙寨村,52270001,2015-01-15 00:00:00,,贵阳银行,0,0.0,\N,-9223372036854775808,579,0.0
3011,贵州省,贵阳市乌当区高新路街道办事处阿栗村,阿栗村,52010025,2015-01-15 20:19:00,2014-11-03 00:00:00,贵阳银行,161,3950000.0,24534.16149,652,578,395.0
3012,贵州省,贵阳市清镇市青龙街道办事处青龙村,青龙村,52010026,2015-01-15 20:25:00,,贵阳银行,359,110000.0,306.406685,-9223372036854775808,578,11.0
3013,贵州省,贵阳市白云区沙文镇金关村,金关村,52010027,2015-01-15 20:29:00,,贵阳银行,146,490000.0,3356.164384,-9223372036854775808,578,49.0
3014,贵州省,贵阳市花溪区溪北街道办事处上水村,上水村,52010028,2015-01-15 20:34:00,2014-12-02 00:00:00,贵阳银行,136,200000.0,1470.588235,623,578,20.0
3015,贵州省,黔南布依族苗族自治州都匀市大坪镇大坪村,都匀大坪村,52270002,2015-01-15 00:00:00,,贵阳银行,155,660000.0,4258.064516,-9223372036854775808,579,66.0
3016,贵州省,黔南布依族苗族自治州都匀市杨柳街镇羊列村,都匀羊列村,52270003,2015-01-15 00:00:00,,贵阳银行,137,1240000.0,9051.094891,-9223372036854775808,579,124.0
3017,河南省,南阳市宛城区汉冢乡汉冢村,汉冢惠农支付服务点,41130077,2015-01-15 21:01:00,,中国银行,241,130153.15,540.054564,-9223372036854775808,578,13.015315
3018,安徽省,芜湖市镜湖区长江大桥综合经济开发区（虚拟）明堂村,明堂,34020020,2015-01-15 21:03:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
3019,安徽省,芜湖市鸠江区清水街道重兴村,重兴,34020021,2015-01-15 21:06:00,,中国银行,0,0.0,\N,-9223372036854775808,578,0.0
3020,贵州省,黔南布依族苗族自治州都匀市沙包堡办事处沙坝镇,沙坝机床厂,52270004,2015-01-15 00:00:00,,贵阳银行,0,0.0,\N,-9223372036854775808,579,0.0
3021,贵州省,黔南布依族苗族自治州都匀市小围寨办事处茅溪村,都匀茅溪村,52270005,2015-01-15 00:00:00,,贵阳银行,0,0.0,\N,-9223372036854775808,579,0.0
3022,贵州省,贵阳市白云区沙文镇四方坡村,四方坡村,52010029,2015-01-15 21:27:00,2014-12-12 00:00:00,贵阳银行,423,4570000.0,10803.78251,613,578,457.0
3023,贵州省,贵阳市白云区牛场布依族乡窦官村,窦官村,52010030,2015-01-15 21:30:00,,贵阳银行,84,80000.0,952.380952,-9223372036854775808,578,8.0
3024,贵州省,贵阳市开阳县双流镇冯三镇,冯三镇,52010032,2015-01-15 21:51:00,,贵阳银行,0,0.0,\N,-9223372036854775808,578,0.0
3025,贵州省,贵阳市南明区后巢乡后巢村,南明区后巢乡后巢村,52010033,2015-01-15 21:59:00,,贵阳银行,636,10240000.0,16100.62893,-9223372036854775808,578,1024.0
3026,贵州省,贵阳市修文县龙场镇王官村,王官村,52010034,2015-01-15 22:13:00,,贵阳银行,0,0.0,\N,-9223372036854775808,578,0.0
3027,河北省,廊坊市广阳区九州镇东冯务,广阳区九州镇东冯务村,13100188,2015-01-15 00:00:00,,中国银行,140,2100000.0,15000,-9223372036854775808,579,210.0
3028,贵州省,贵阳市修文县龙场镇新寨村,新寨村,52010035,2015-01-15 22:26:00,,贵阳银行,129,80000.0,620.155039,-9223372036854775808,578,8.0
3029,贵州省,贵阳市南明区太慈桥街道办事处阿栗花卉世界,阿栗花卉世界,52010036,2015-01-15 22:26:00,,贵阳银行,141,740000.0,5248.22695,-9223372036854775808,578,74.0
3030,贵州省,贵阳市花溪区贵筑街道办事处桐木岭村,桐木岭村,52010037,2015-01-15 22:27:00,,贵阳银行,424,17670000.0,41674.5283,-9223372036854775808,578,1767.0
3031,贵州省,贵阳市花溪区孟关苗族布依族乡红艳村,红艳村,52010038,2015-01-15 22:28:00,,贵阳银行,109,1980000.0,18165.13762,-9223372036854775808,578,198.0
3032,贵州省,贵阳市白云区麦架镇新村村,新村村,52010039,2015-01-15 22:28:00,,贵阳银行,69,200000.0,2898.550725,-9223372036854775808,578,20.0
3033,河北省,廊坊市固安县固安镇刘园市场,固安县固安镇刘园市场村,13100193,2015-01-15 22:29:00,,中国银行,53,890000.0,16792.45283,-9223372036854775808,578,89.0
3034,贵州省,贵阳市乌当区东风镇龙井村,龙井村,52010040,2015-01-15 22:29:00,,贵阳银行,116,1790000.0,15431.03448,-9223372036854775808,578,179.0
3035,河北省,廊坊市霸州市岔河集乡岔河集,霸州市霸州镇岔河集村,13100194,2015-01-15 00:00:00,,中国银行,134,18010000.0,134402.9851,-9223372036854775808,579,1801.0
3036,河北省,廊坊市广阳区解放道街道中孟各庄,安次区龙河工业园区中孟各庄村,13100200,2015-01-15 00:00:00,,中国银行,44060,48220000.0,1094.416704,-9223372036854775808,579,4822.0
3037,河北省,廊坊市永清县永清镇王佃庄,永清县刘其营乡王佃庄村,13100203,2015-01-15 22:49:00,,中国银行,32,12410000.0,387812.5,-9223372036854775808,578,1241.0
3038,河北省,廊坊市三河市皇庄镇大王庄,三河市三河县大王庄村,13100204,2015-01-15 00:00:00,,中国银行,121,350000.0,2892.561983,-9223372036854775808,579,35.0
3039,河北省,廊坊市广阳区银河北路街道营业部楼庄,开发区桐柏乡楼庄村,13100206,2015-01-15 00:00:00,,中国银行,741,1830000.0,2469.635628,-9223372036854775808,579,183.0
3040,河北省,廊坊市大城县权村镇苦水坞村,大城县权村镇苦水坞村,13100207,2015-01-15 22:54:00,,中国银行,166,2050000.0,12349.39759,-9223372036854775808,578,205.0
3041,河北省,廊坊市大厂回族自治县大厂镇西马各庄,大厂县大厂镇西马各庄村,13100211,2015-01-15 23:01:00,,中国银行,126,230000.0,1825.396825,-9223372036854775808,578,23.0
3042,河北省,廊坊市永清县刘街乡土楼胜利村,永清县刘街乡土楼胜利村,13100212,2015-01-15 23:04:00,,中国银行,89,310000.0,3483.146067,-9223372036854775808,578,31.0
3043,河北省,廊坊市大城县权村镇大城县留各庄村一组,大城县留各庄镇留各庄一组,13100213,2015-01-15 23:05:00,,中国银行,1617,311990000.0,192943.7229,-9223372036854775808,578,31199.0
3044,河北省,廊坊市安次区葛渔城镇大官地村,广阳区北旺乡大官地村,13100215,2015-01-15 00:00:00,,中国银行,383,2100000.0,5483.028721,-9223372036854775808,579,210.0
3045,河北省,廊坊市安次区北史家务乡高孟各庄,安次区北史家务镇高孟各庄村,13100216,2015-01-15 00:00:00,,中国银行,327,1010000.0,3088.685015,-9223372036854775808,579,101.0
3046,河北省,廊坊市安次区落垡镇肖家务,广阳区万庄镇肖家务村,13100218,2015-01-15 00:00:00,,中国银行,50,260000.0,5200,-9223372036854775808,579,26.0
3047,河北省,廊坊市永清县后奕镇邓家务村,永清县后奕乡邓家务村,13100222,2015-01-15 23:27:00,,中国银行,53,260000.0,4905.660377,-9223372036854775808,578,26.0
3048,河北省,廊坊市广阳区南尖塔镇薛家营,广阳区南尖塔乡薛家营村,13100225,2015-01-15 00:00:00,,中国银行,34,10000.0,294.117647,-9223372036854775808,579,1.0
3049,河北省,廊坊市安次区东沽港镇伊指挥营,广阳区万庄镇伊指挥营村,13100226,2015-01-15 00:00:00,,中国银行,456,1440000.0,3157.894737,-9223372036854775808,579,144.0
3050,河北省,廊坊市霸州市南孟镇下午各庄,霸州市霸州镇下武各庄村,13100230,2015-01-15 23:42:00,,中国银行,245,2300000.0,9387.755102,-9223372036854775808,578,230.0
3051,河北省,廊坊市广阳区九州镇古县,广阳区北史家务乡古县村,13100234,2015-01-15 23:48:00,,中国银行,286,1970000.0,6888.111888,-9223372036854775808,578,197.0
3052,河北省,廊坊市大城县权村镇留各庄村二组,大城县留各庄镇留各庄二组,13100239,2015-01-15 23:56:00,,中国银行,1329,10180000.0,7659.894658,-9223372036854775808,578,1018.0
3053,河北省,廊坊市安次区仇庄乡大刘庄,安次区仇庄乡大刘庄村,13100240,2015-01-15 00:00:00,,中国银行,210,540000.0,2571.428571,-9223372036854775808,579,54.0
3054,河北省,廊坊市三河市杨庄镇杨庄,三河市三河县杨庄村,13100245,2015-01-16 00:00:00,,中国银行,149,1540000.0,10335.57047,-9223372036854775808,578,154.0
3055,河北省,廊坊市安次区光明西道街道西街,安次区葛渔城镇西街,13100248,2015-01-16 00:00:00,,中国银行,121,500000.0,4132.231405,-9223372036854775808,578,50.0
3056,河北省,廊坊市安次区杨税务乡西户屯,开发区西户屯村,13100251,2015-01-16 00:00:00,,中国银行,1,70000.0,70000,-9223372036854775808,578,7.0
3057,河北省,廊坊市霸州市煎茶铺镇胜芳星光商城,霸县胜芳镇星光商城,13100252,2015-01-16 00:15:00,,中国银行,357,1650000.0,4621.848739,-9223372036854775808,577,165.0
3058,河北省,廊坊市三河市段甲岭镇山下庄,三河县甲岭镇山下庄村,13100268,2015-01-16 00:00:00,,中国银行,103,13550000.0,131553.3981,-9223372036854775808,578,1355.0
